ID,0,1,2
l1tex__t_sectors_pipe_tex_mem_surface_op_ld_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_ld_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_red.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_red_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_red_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_st.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_st_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_st_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_texture.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_texture_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_texture_lookup_miss.sum [sector],0,0,0
l1tex__tex_writeback_active.avg.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__tex_writeback_active.max.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__tex_writeback_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__tex_writeback_active.sum [cycle],0,0,0
l1tex__tex_writeback_active.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__texin_sm2tex_req_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.09
l1tex__texin_sm2tex_req_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.10
l1tex__texin_sm2tex_req_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.09
l1tex__texin_sm2tex_req_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.09
l1tex__throughput.avg.pct_of_peak_sustained_active [%],1.50,1.50,49.60
l1tex__throughput.avg.pct_of_peak_sustained_elapsed [%],0.05,0.05,49.60
l1tex__throughput.max.pct_of_peak_sustained_active [%],50.98,50.93,50.88
l1tex__throughput.max.pct_of_peak_sustained_elapsed [%],1.49,1.49,50.88
l1tex__throughput.min.pct_of_peak_sustained_active [%],0.05,0.05,47.33
l1tex__throughput.min.pct_of_peak_sustained_elapsed [%],0.00,0.00,47.33
l1tex__throughput.sum.pct_of_peak_sustained_active [%],1.50,1.50,49.60
l1tex__throughput.sum.pct_of_peak_sustained_elapsed [%],0.05,0.05,49.60
launch__barrier_count,0,0,1
launch__block_dim_x [block],1,1,128
launch__block_dim_y [block],1,1,1
launch__block_dim_z [block],1,1,1
launch__block_size,1,1,128
launch__context_id,1,1,1
launch__device_id,0,0,0
launch__execution_model,SIMT,SIMT,SIMT
launch__func_cache_config,CachePreferNone,CachePreferNone,CachePreferNone
launch__function_pcs,1,1,1
launch__grid_dim_x,1,1,977
launch__grid_dim_y,1,1,1
launch__grid_dim_z,1,1,1
launch__grid_size,1,1,977
launch__kernel_name,{1},{1},{1}
launch__occupancy_limit_blocks [block],16,16,16
launch__occupancy_limit_registers [block],20,20,8
launch__occupancy_limit_shared_mem [block],16,16,13
launch__occupancy_limit_warps [block],32,32,8
launch__occupancy_per_block_size,686 {65},686 {65},1677 {65}
launch__occupancy_per_register_count,3248 {257},3248 {257},4512 {257}
launch__occupancy_per_shared_mem_size,259 {128},259 {128},1412 {128}
launch__persisting_l2_cache_size [byte],0,0,0
launch__registers_per_thread [register/thread],82,82,64
launch__registers_per_thread_allocated [register/thread],2816,2816,64
launch__shared_mem_config_size [Kbyte],32.77,32.77,65.54
launch__shared_mem_per_block [Kbyte/block],0,0,4.61
launch__shared_mem_per_block_allocated [Kbyte/block],0,0,4.86
launch__shared_mem_per_block_driver [byte/block],0,0,0
launch__shared_mem_per_block_dynamic [byte/block],0,0,0
launch__shared_mem_per_block_static [Kbyte/block],0,0,4.61
launch__sm_count [SM],34,34,34
launch__stack_size,1024,1024,1024
launch__stream_id,7,7,7
launch__thread_count [thread],1,1,125056
launch__tpc_count,17,17,17
launch__tpc_enabled,all,all,all
launch__user_grid_dim_x,1,1,977
launch__user_grid_dim_y,1,1,1
launch__user_grid_dim_z,1,1,1
launch__user_grid_size,1,1,977
launch__uses_blocks_as_clusters,0,0,0
launch__uses_cdp,0,0,0
launch__uses_green_context,0,0,0
launch__uses_mps,0,0,0
launch__uses_vgpu,0,0,0
launch__waves_per_multiprocessor,0.00,0.00,3.59
lts__cycles_active.avg [cycle],4691.12,6775.06,7525531.72
lts__cycles_active.max [cycle],59421,59528,7787985
lts__cycles_active.min [cycle],506,2276,7267645
lts__cycles_active.sum [cycle],150116,216802,240817015
lts__cycles_elapsed.avg [cycle],371225,371644,8937663
lts__cycles_elapsed.avg.per_second [Ghz],1.41,1.41,1.41
lts__cycles_elapsed.max [cycle],371225,371644,8937663
lts__cycles_elapsed.max.per_second [Ghz],1.41,1.41,1.41
lts__cycles_elapsed.min [cycle],371225,371644,8937663
lts__cycles_elapsed.min.per_second [Ghz],1.41,1.41,1.41
lts__cycles_elapsed.sum [cycle],11879200,11892608,286005216
lts__cycles_elapsed.sum.per_second [Ghz],45.09,45.08,45.12
lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0,0,0
lts__d_atomic_input_cycles_active.max.pct_of_peak_sustained_elapsed [%],0,0,0
lts__d_atomic_input_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
lts__d_atomic_input_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__d_sectors.avg.pct_of_peak_sustained_elapsed [%],0.01,0.02,3.46
lts__d_sectors.max.pct_of_peak_sustained_elapsed [%],0.05,0.05,3.95
lts__d_sectors.min.pct_of_peak_sustained_elapsed [%],0.01,0.01,3.18
lts__d_sectors.sum.pct_of_peak_sustained_elapsed [%],0.01,0.02,3.46
lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed [%],0.01,0.01,0.89
lts__d_sectors_fill_device.max.pct_of_peak_sustained_elapsed [%],0.02,0.02,0.93
lts__d_sectors_fill_device.min.pct_of_peak_sustained_elapsed [%],0.01,0.01,0.86
lts__d_sectors_fill_device.sum.pct_of_peak_sustained_elapsed [%],0.01,0.01,0.89
lts__d_sectors_fill_sysmem.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
lts__d_sectors_fill_sysmem.max.pct_of_peak_sustained_elapsed [%],0.01,0.01,0.01
lts__d_sectors_fill_sysmem.min.pct_of_peak_sustained_elapsed [%],0,0,0
lts__d_sectors_fill_sysmem.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.08,0.03,7.20
lts__lts2xbar_cycles_active.avg.peak_sustained,1,1,1
lts__lts2xbar_cycles_active.avg.per_second [Mhz],1.06,0.48,101.47
lts__lts2xbar_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.09,0.05,9.09
lts__lts2xbar_cycles_active.max.peak_sustained,1,1,1
lts__lts2xbar_cycles_active.max.per_second [Mhz],1.24,0.69,128.18
lts__lts2xbar_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.06,0.02,6.07
lts__lts2xbar_cycles_active.min.peak_sustained,1,1,1
lts__lts2xbar_cycles_active.min.per_second [Mhz],0.83,0.29,85.55
lts__lts2xbar_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.08,0.03,7.20
lts__lts2xbar_cycles_active.sum.peak_sustained,32,32,32
lts__lts2xbar_cycles_active.sum.per_second [Ghz],0.03,0.02,3.25
lts__t_requests.sum [request],2272,2626,15702200
lts__t_requests_srcunit_gcc.sum [request],841,841,313063
lts__t_requests_srcunit_tex.sum [request],1221,1221,15311787
lts__t_requests_srcunit_tex_op_atom_dot_alu.sum [request],0,0,0
lts__t_requests_srcunit_tex_op_atom_dot_cas.sum [request],0,0,0
lts__t_requests_srcunit_tex_op_read.sum [request],424,424,10220513
lts__t_requests_srcunit_tex_op_red.sum [request],0,0,0
lts__t_requests_srcunit_tex_op_write.sum [request],797,797,5083704
lts__t_sector_hit_rate.pct [%],131.46,53.65,93.20
lts__t_sector_op_read_hit_rate.pct [%],66.82,70.69,89.50
lts__t_sector_op_write_hit_rate.pct [%],100,100,100.00
lts__t_sectors.avg [sector],158.16,198.88,984250.19
lts__t_sectors.avg.pct_of_peak_sustained_elapsed [%],0.04,0.05,11.01
lts__t_sectors.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors.avg.per_cycle_elapsed [sector/cycle],0.00,0.00,0.11
lts__t_sectors.max [sector],647,728,1154231
lts__t_sectors.max.pct_of_peak_sustained_elapsed [%],0.17,0.20,12.91
lts__t_sectors.min [sector],82,115,883146
lts__t_sectors.min.pct_of_peak_sustained_elapsed [%],0.02,0.03,9.88
lts__t_sectors.sum [sector],5061,6364,31496006
lts__t_sectors.sum.pct_of_peak_sustained_elapsed [%],0.04,0.05,11.01
lts__t_sectors.sum.per_second [sector/ns],0.02,0.02,4.97
lts__t_sectors_aperture_device_lookup_miss.sum [sector],1718,3224,2414566
lts__t_sectors_aperture_peer_lookup_miss.sum [sector],0,0,0
lts__t_sectors_aperture_sysmem_lookup_miss.sum [sector],52,52,1242
lts__t_sectors_data_ecc.avg.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_data_ecc.avg.peak_sustained [sector/cycle],8,8,8
lts__t_sectors_data_ecc.avg.per_cycle_elapsed [sector/cycle],0,0,0
lts__t_sectors_data_ecc.sum [sector],0,0,0
lts__t_sectors_data_ecc.sum.per_second [sector/s],0,0,0
lts__t_sectors_lookup_hit.sum [sector],6653,3414,29354829
lts__t_sectors_lookup_miss.avg [sector],55.31,70.56,80395.72
lts__t_sectors_lookup_miss.max [sector],92,108,83411
lts__t_sectors_lookup_miss.min [sector],32,48,76901
lts__t_sectors_lookup_miss.sum [sector],1770,2258,2572663
lts__t_sectors_lookup_miss_data_promoted.avg [sector],6.62,6.62,12006.75
lts__t_sectors_lookup_miss_data_promoted.max [sector],8,8,12636
lts__t_sectors_lookup_miss_data_promoted.min [sector],0,0,11426
lts__t_sectors_lookup_miss_data_promoted.sum [sector],212,212,384216
lts__t_sectors_op_read.avg.per_second [sector/us],0.46,0.46,102.38
lts__t_sectors_op_read.max.per_second [sector/us],0.61,0.61,128.97
lts__t_sectors_op_read.min.per_second [sector/us],0.27,0.27,86.55
lts__t_sectors_op_read.sum.per_second [sector/ns],0.01,0.01,3.28
lts__t_sectors_op_write.avg.per_second [sector/us],0.10,0.10,53.14
lts__t_sectors_op_write.max.per_second [sector/us],2.05,2.05,53.98
lts__t_sectors_op_write.min.per_second [sector/us],0,0,52.16
lts__t_sectors_op_write.sum.per_second [sector/ns],0.00,0.00,1.70
lts__t_sectors_srcunit_gcc.avg.pct_of_peak_sustained_elapsed [%],0.03,0.03,0.44
lts__t_sectors_srcunit_gcc.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors_srcunit_gcc.avg.per_cycle_elapsed [sector/cycle],0.00,0.00,0.00
lts__t_sectors_srcunit_gcc.sum [sector],3364,3364,1251622
lts__t_sectors_srcunit_gcc.sum.per_second [sector/us],12.77,12.75,197.45
lts__t_sectors_srcunit_gcc_aperture_device_lookup_miss.sum [sector],1294,1294,3316
lts__t_sectors_srcunit_gcc_aperture_peer_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_gcc_aperture_sysmem_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_gcc_lookup_hit.sum [sector],2070,2070,1248954
lts__t_sectors_srcunit_gcc_lookup_miss.sum [sector],1294,1294,3192
lts__t_sectors_srcunit_tex.avg.pct_of_peak_sustained_elapsed [%],0.01,0.01,10.52
lts__t_sectors_srcunit_tex.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors_srcunit_tex.avg.per_cycle_elapsed [sector/cycle],0.00,0.00,0.11
lts__t_sectors_srcunit_tex.max.pct_of_peak_sustained_elapsed [%],0.15,0.15,11.26
lts__t_sectors_srcunit_tex.min.pct_of_peak_sustained_elapsed [%],0,0,9.76
lts__t_sectors_srcunit_tex.sum [sector],1221,1221,30098702
lts__t_sectors_srcunit_tex.sum.pct_of_peak_sustained_elapsed [%],0.01,0.01,10.52
lts__t_sectors_srcunit_tex.sum.per_second [sector/ns],0.00,0.00,4.75
lts__t_sectors_srcunit_tex_aperture_device_lookup_miss.sum [sector],424,424,2337108
lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_alu_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_cas_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_device_op_read_lookup_miss.sum [sector],424,424,2337108
lts__t_sectors_srcunit_tex_aperture_device_op_red_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_device_op_write_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.avg [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.max [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.min [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_alu_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_cas_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.avg [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.max [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.min [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_alu_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_cas_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_lookup_hit.sum [sector],1009,1009,28120575
lts__t_sectors_srcunit_tex_lookup_miss.avg [sector],13.25,13.25,73645.91
lts__t_sectors_srcunit_tex_lookup_miss.max [sector],16,16,77630
lts__t_sectors_srcunit_tex_lookup_miss.min [sector],0,0,70309
lts__t_sectors_srcunit_tex_lookup_miss.sum [sector],424,424,2356669
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.per_cycle_elapsed [sector/cycle],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.per_cycle_elapsed [sector/cycle],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_read.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,6.74
lts__t_sectors_srcunit_tex_op_read.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors_srcunit_tex_op_read.avg.per_cycle_elapsed [sector/cycle],0.00,0.00,0.07
lts__t_sectors_srcunit_tex_op_read.sum [sector],424,424,19269550
lts__t_sectors_srcunit_tex_op_read.sum.per_second [sector/ns],0.00,0.00,3.04
lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],212,212,17316275
lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],424,424,2356669
lts__t_sectors_srcunit_tex_op_red.avg.pct_of_peak_sustained_elapsed [%],0,0,0
lts__t_sectors_srcunit_tex_op_red.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors_srcunit_tex_op_red.avg.per_cycle_elapsed [sector/cycle],0,0,0
lts__t_sectors_srcunit_tex_op_red.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_red.sum.per_second [sector/s],0,0,0
lts__t_sectors_srcunit_tex_op_red_lookup_hit.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_red_lookup_miss.sum [sector],0,0,0
lts__t_sectors_srcunit_tex_op_write.avg.pct_of_peak_sustained_elapsed [%],0.01,0.01,3.77
lts__t_sectors_srcunit_tex_op_write.avg.peak_sustained [sector/cycle],1,1,1
lts__t_sectors_srcunit_tex_op_write.avg.per_cycle_elapsed [sector/cycle],0.00,0.00,0.04
lts__t_sectors_srcunit_tex_op_write.sum [sector],797,797,10779006
lts__t_sectors_srcunit_tex_op_write.sum.per_second [sector/ns],0.00,0.00,1.70
lts__t_sectors_srcunit_tex_op_write_lookup_hit.sum [sector],797,797,10779188
lts__t_sectors_srcunit_tex_op_write_lookup_miss.sum [sector],0,0,0
lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed [%],0.02,0.02,5.49
lts__t_tag_requests.max.pct_of_peak_sustained_elapsed [%],0.17,0.17,6.49
lts__t_tag_requests.min.pct_of_peak_sustained_elapsed [%],0.01,0.01,4.72
lts__t_tag_requests.sum.pct_of_peak_sustained_elapsed [%],0.02,0.02,5.49
