Distanza,Tempo di esecuzione (s),User time (seconds),System time (seconds),Percent of CPU this job got (%),Elapsed (wall clock) time (s),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes)
10,2.207054224000018,2.72,0.09,109,2.56,0,0,0,0,155384,0,56,7662,4184,110,0,9200,0,0,0,0,4096
10,2.155964963999992,2.74,0.05,115,2.42,0,0,0,0,155128,0,55,7146,4185,257,0,9200,0,0,0,0,4096
10,2.172992297999997,2.70,0.07,113,2.44,0,0,0,0,155448,0,55,7659,4185,322,0,9200,0,0,0,0,4096
10,1.939950849000013,2.54,0.07,119,2.19,0,0,0,0,155308,0,55,7666,4184,26,0,9200,0,0,0,0,4096
10,1.748537338999995,2.59,0.03,134,1.95,0,0,0,0,155212,0,55,7661,4184,39,0,9200,0,0,0,0,4096
10,1.7754874490000248,2.49,0.09,128,2.01,0,0,0,0,155436,0,55,7660,4185,708,0,9200,0,0,0,0,4096
10,1.8642302469999947,2.47,0.15,125,2.09,0,0,0,0,155068,0,55,8169,4185,447,0,9200,0,0,0,0,4096
10,1.7703841379999972,2.54,0.05,129,1.99,0,0,0,0,155056,0,55,7662,4185,661,0,9200,0,0,0,0,4096
10,1.79459903999998,2.58,0.04,129,2.02,0,0,0,0,155136,0,55,7145,4185,690,0,9200,0,0,0,0,4096
10,1.7034038630000055,2.50,0.05,131,1.94,0,0,0,0,155524,0,57,7154,4186,19,0,9200,0,0,0,0,4096
10,1.869688463999978,2.56,0.10,127,2.09,0,0,0,0,155308,0,55,7666,4183,26,0,9200,0,0,0,0,4096
10,1.7392048160000115,2.55,0.05,133,1.95,0,0,0,0,155192,0,55,7661,4186,29,0,9200,0,0,0,0,4096
10,2.3578210430000013,2.87,0.08,114,2.57,0,0,0,0,155160,0,55,7659,4184,447,0,9200,0,0,0,0,4096
10,1.7849984430000063,2.55,0.02,127,2.03,0,0,0,0,155192,0,55,8168,4185,35,0,9200,0,0,0,0,4096
15,4.19114848000001,4.85,0.17,113,4.42,0,0,0,0,466520,0,55,8577,4186,685,0,9200,0,0,0,0,4096
15,4.28674503900001,4.98,0.08,113,4.47,0,0,0,0,466136,0,55,8566,4185,33,0,9200,0,0,0,0,4096
15,4.320638478999996,5.16,0.05,115,4.51,0,0,0,0,466476,0,55,8578,4184,36,0,9200,0,0,0,0,4096
15,5.985043834999999,6.66,0.10,107,6.28,0,0,0,0,466368,0,55,8570,4183,44,0,9200,0,0,0,0,4096
15,4.481705425000001,5.15,0.08,108,4.84,0,0,0,0,466476,0,56,8067,4184,594,0,9200,0,0,0,0,4096
15,4.229892148000005,5.04,0.07,116,4.41,0,0,0,0,466328,0,55,8577,4185,27,0,9200,0,0,0,0,4096
15,4.347749405999991,5.03,0.14,114,4.51,0,0,0,0,466344,0,55,8571,4184,661,0,9200,0,0,0,0,4096
15,4.453283398000025,5.15,0.12,112,4.68,0,0,0,0,466172,0,55,8569,4185,653,0,9200,0,0,0,0,4096
15,4.139429962000008,4.89,0.08,114,4.36,0,0,0,0,466320,0,55,8580,4186,646,0,9200,0,0,0,0,4096
15,4.222498034000012,5.02,0.09,116,4.4,0,0,0,0,465956,0,56,8571,4185,31,0,9200,0,0,0,0,4096
15,4.236216954999975,5.02,0.07,114,4.46,0,0,0,0,466204,0,55,8571,4184,680,0,9200,0,0,0,0,4096
15,4.184190304000026,5.00,0.06,116,4.35,0,0,0,0,466380,0,55,9082,4184,30,0,9200,0,0,0,0,4096
15,4.840551258999994,5.67,0.07,113,5.05,0,0,0,0,466440,0,55,8577,4184,32,0,9200,0,0,0,0,4096
15,4.633652499999982,5.32,0.11,112,4.84,0,0,0,0,466468,0,55,8600,4184,503,0,9200,0,0,0,0,4096
15,4.987301658000035,5.76,0.06,112,5.19,0,0,0,0,466328,0,55,8065,4184,25,0,9200,0,0,0,0,4096
15,4.166689943999984,4.97,0.10,115,4.38,0,0,0,0,466336,0,55,8569,4184,35,0,9200,0,0,0,0,4096
15,4.202395346000003,4.91,0.13,112,4.47,0,0,0,0,465980,0,55,8056,4184,640,0,9200,0,0,0,0,4096
15,4.338547058000017,5.12,0.06,113,4.56,0,0,0,0,466084,0,55,8568,4185,622,0,9200,0,0,0,0,4096
15,4.781843668000022,5.46,0.15,112,4.97,0,0,0,0,466476,0,55,8066,4184,602,0,9200,0,0,0,0,4096
15,4.241364539000017,4.97,0.07,112,4.47,0,0,0,0,466444,0,55,8572,4184,621,0,9200,0,0,0,0,4096
15,4.335016359999997,5.10,0.08,113,4.55,0,0,0,0,466132,0,59,8569,4190,670,0,9200,0,0,0,0,4096
15,4.383410659999981,4.99,0.09,111,4.56,0,0,0,0,466220,0,55,8575,4185,429,0,9200,0,0,0,0,4096
15,4.259052036000014,5.04,0.06,114,4.47,0,0,0,0,466296,0,55,8061,4185,690,0,9200,0,0,0,0,4096
15,4.269345559999977,5.01,0.11,114,4.48,0,0,0,0,466284,0,55,8059,4185,635,0,9200,0,0,0,0,4096
15,4.176584842000011,5.00,0.07,116,4.35,0,0,0,0,466288,0,55,8061,4186,34,0,9200,0,0,0,0,4096
15,4.148480836000033,4.96,0.08,115,4.37,0,0,0,0,466444,0,55,8577,4185,27,0,9200,0,0,0,0,4096
15,4.232222827999976,4.97,0.10,114,4.45,0,0,0,0,466524,0,55,8574,4184,656,0,9200,0,0,0,0,4096
15,4.485283812999967,5.06,0.15,111,4.66,0,0,0,0,466268,0,55,8568,4184,646,0,9200,0,0,0,0,4096
15,4.112279491000038,4.87,0.14,115,4.34,0,0,0,0,466152,0,55,8572,4184,28,0,9200,0,0,0,0,4096
15,4.223829432000002,5.04,0.08,116,4.4,0,0,0,0,466244,0,55,8566,4185,29,0,9200,0,0,0,0,4096
20,10.008449004999989,10.72,0.22,107,10.2,0,0,0,0,1001112,0,55,8638,4186,48,0,9200,0,0,0,0,4096
20,10.045490169000004,10.76,0.13,106,10.27,0,0,0,0,1000916,0,55,9146,4184,625,0,9200,0,0,0,0,4096
20,9.870597616999987,10.59,0.15,106,10.06,0,0,0,0,1001016,0,55,8638,4184,660,0,9200,0,0,0,0,4096
20,9.940504159999989,10.64,0.15,106,10.16,0,0,0,0,1000940,0,55,8122,4185,650,0,9200,0,0,0,0,4096
20,9.943676584000002,10.73,0.10,106,10.16,0,0,0,0,1001104,0,55,9666,4184,679,0,9200,0,0,0,0,4096
20,10.002660296999977,10.69,0.19,106,10.23,0,0,0,0,1001340,0,55,8134,4186,655,0,9200,0,0,0,0,4096
20,9.966232047000005,10.69,0.17,106,10.18,0,0,0,0,1001100,0,55,9663,4185,722,0,9200,0,0,0,0,4096
20,9.872125368999946,10.55,0.18,106,10.09,0,0,0,0,1000956,0,55,9143,4184,649,0,9200,0,0,0,0,4096
20,9.846962794000035,10.62,0.11,107,10.02,0,0,0,0,1001100,0,55,8130,4185,656,0,9200,0,0,0,0,4096
20,9.961065313000006,10.69,0.14,106,10.18,0,0,0,0,1001060,0,55,8128,4185,640,0,9200,0,0,0,0,4096
20,9.939483226999982,10.62,0.19,106,10.16,0,0,0,0,1001124,0,55,9661,4185,663,0,9200,0,0,0,0,4096
20,9.948907742000017,10.67,0.15,106,10.16,0,0,0,0,1001284,0,55,9667,4185,669,0,9200,0,0,0,0,4096
20,9.868435756999986,10.62,0.11,106,10.09,0,0,0,0,1001116,0,55,9154,4184,693,0,9200,0,0,0,0,4096
20,10.035672537000039,10.80,0.11,106,10.25,0,0,0,0,1000972,0,55,8634,4186,684,0,9200,0,0,0,0,4096
20,9.85972992500001,10.56,0.17,106,10.07,0,0,0,0,1000792,0,55,9149,4186,649,0,9200,0,0,0,0,4096
20,9.82408100999993,10.64,0.13,107,10.04,0,0,0,0,1001076,0,55,9661,4185,25,0,9200,0,0,0,0,4096
20,10.184333691999996,10.86,0.19,106,10.4,0,0,0,0,1001064,0,55,8646,4185,670,0,9200,0,0,0,0,4096
20,10.130068340000093,10.85,0.13,106,10.35,0,0,0,0,1000848,0,55,9147,4184,587,0,9200,0,0,0,0,4096
20,9.771873014999983,10.57,0.14,107,9.95,0,0,0,0,1001040,0,55,8644,4185,35,0,9200,0,0,0,0,4096
20,11.750922607000007,12.51,0.09,105,11.97,0,0,0,0,1000932,0,55,8131,4183,648,0,9200,0,0,0,0,4096
20,13.258957555999928,13.46,0.23,100,13.63,0,0,0,0,1000776,0,55,9657,4184,462,0,9200,0,0,0,0,4096
20,12.234182911000062,12.79,0.13,103,12.47,0,0,0,0,1000932,0,55,7610,4187,335,0,9200,0,0,0,0,4096
20,13.239618612999948,13.75,0.23,103,13.5,0,0,0,0,1001280,0,55,8645,4184,23,0,9200,0,0,0,0,4096
20,13.002676855999994,13.58,0.14,103,13.27,0,0,0,0,1001268,0,55,8132,4185,45,0,9200,0,0,0,0,4096
20,12.729397189999986,13.21,0.20,103,13.01,0,0,0,0,1000976,0,55,8130,4184,45,0,9200,0,0,0,0,4096
20,12.34243776400001,12.78,0.14,102,12.62,0,0,0,0,1001040,0,55,8132,4185,38,0,9200,0,0,0,0,4096
20,12.91563175500005,13.17,0.23,101,13.2,0,0,0,0,1001060,0,55,8641,4183,137,0,9200,0,0,0,0,4096
20,11.990185948999965,12.44,0.12,102,12.26,0,0,0,0,1001016,0,55,8641,4185,513,0,9200,0,0,0,0,4096
20,12.163698839999938,12.52,0.18,102,12.36,0,0,0,0,1001092,0,55,9150,4184,173,0,9200,0,0,0,0,4096
20,12.182440589000066,12.57,0.17,102,12.47,0,0,0,0,1001048,0,55,8638,4185,34,0,9200,0,0,0,0,4096
25,26.460192142999972,26.69,0.48,101,26.76,0,0,0,0,1848320,0,55,9674,4184,286,0,9200,0,0,0,0,4096
25,25.784035696000046,26.07,0.33,101,26.04,0,0,0,0,1848528,0,55,9674,4186,456,0,9200,0,0,0,0,4096
25,25.125999664000005,25.29,0.30,100,25.39,0,0,0,0,1848024,0,55,9667,4185,306,0,9200,0,0,0,0,4096
25,25.40913053600002,25.69,0.28,101,25.65,0,0,0,0,1848304,0,55,10183,4185,257,0,9200,0,0,0,0,4096
25,24.633297506000076,24.80,0.25,100,24.92,0,0,0,0,1848256,0,55,10175,4186,174,0,9200,0,0,0,0,4096
25,24.295607562999976,24.70,0.27,101,24.54,0,0,0,0,1848184,0,55,10188,4185,59,0,9200,0,0,0,0,4096
25,24.14068596300001,24.48,0.31,101,24.4,0,0,0,0,1848244,0,55,10205,4185,41,0,9200,0,0,0,0,4096
25,23.386914029999957,23.70,0.29,101,23.7,0,0,0,0,1848352,0,55,9166,4185,95,0,9200,0,0,0,0,4096
25,23.720253873999923,24.01,0.34,101,23.95,0,0,0,0,1848088,0,56,10175,4188,295,0,9200,0,0,0,0,4096
25,26.731107026000018,27.11,0.35,101,27.03,0,0,0,0,1848440,0,55,9188,4187,132,0,9200,0,0,0,0,4096
25,27.30466611700001,27.53,0.36,101,27.56,0,0,0,0,1848396,0,55,9670,4184,152,0,9200,0,0,0,0,4096
25,27.397960924000017,27.63,0.28,101,27.61,0,0,0,0,1848076,0,55,9154,4186,412,0,9200,0,0,0,0,4096
25,27.109175477999997,27.50,0.35,101,27.35,0,0,0,0,1848540,0,56,9166,4186,193,0,9200,0,0,0,0,4096
25,25.588570456999946,26.04,0.30,102,25.83,0,0,0,0,1848460,0,55,9620,4185,64,0,9200,0,0,0,0,4096
25,27.640126282999972,27.88,0.31,100,27.92,0,0,0,0,1848376,0,55,9670,4185,101,0,9200,0,0,0,0,4096
25,26.329860349,26.77,0.32,102,26.54,0,0,0,0,1850328,0,55,9664,4185,153,0,9200,0,0,0,0,4096
25,26.851942266999913,27.07,0.32,101,27.1,0,0,0,0,1848520,0,55,9164,4185,321,0,9200,0,0,0,0,4096
25,28.03232543299987,28.39,0.34,101,28.27,0,0,0,0,1848500,0,55,10182,4185,306,0,9200,0,0,0,0,4096
25,27.073614357999986,27.18,0.43,100,27.35,0,0,0,0,1848356,0,55,9161,4184,473,0,9200,0,0,0,0,4096
25,27.418192693000037,27.73,0.33,101,27.7,0,0,0,0,1848464,0,55,9198,4184,508,0,9200,0,0,0,0,4096
25,27.289333974999863,27.69,0.32,101,27.53,0,0,0,0,1850488,0,55,9668,4185,465,0,9200,0,0,0,0,4096
25,27.08878619500001,27.59,0.30,102,27.3,0,0,0,0,1848280,0,55,9671,4185,82,0,9200,0,0,0,0,4096
25,27.505472000000054,27.97,0.32,101,27.76,0,0,0,0,1848316,0,55,9666,4186,62,0,9200,0,0,0,0,4096
25,27.25724005799998,27.64,0.34,101,27.52,0,0,0,0,1848520,0,55,10186,4184,68,0,9200,0,0,0,0,4096
25,27.381062451999924,27.70,0.33,101,27.62,0,0,0,0,1848384,0,55,9669,4185,49,0,9200,0,0,0,0,4096
25,27.5249729950001,28.03,0.27,101,27.77,0,0,0,0,1848236,0,55,9670,4184,63,0,9200,0,0,0,0,4096
25,27.314559554000198,27.65,0.36,101,27.51,0,0,0,0,1850676,0,55,9674,4185,404,0,9200,0,0,0,0,4096
25,27.188279515999966,27.75,0.27,102,27.44,0,0,0,0,1848308,0,55,10176,4184,48,0,9200,0,0,0,0,4096
25,27.495425402000137,27.90,0.30,101,27.72,0,0,0,0,1850564,0,55,9670,4187,612,0,9200,0,0,0,0,4096
25,27.489876204999973,27.96,0.33,102,27.72,0,0,0,0,1848268,0,55,10185,4184,566,0,9200,0,0,0,0,4096
