Distanza,Coefficiente di variazione
5,10.077122037450833
10,2.0151781073091772
15,0.7269076752698455
20,1.3231191039197514
25,1.146114488042068
30,2.837279084876585
35,3.345348462146317
40,2.247868483596804
45,0.6007729765926151
50,1.2951102423434204
55,0.8084249374768886
60,0.3287528601240432
65,0.2973781069431991
70,0.17125309642612704
75,1.685006764823628
80,0.33066362624697193
84,0.33957019380385634
